Upc,UPC,Description,ClickList Eligible,Primary Department,Recap Department,Department,Commodity,Sub-Commodity,Last 7 Days Sales,,,
7465375001,,Jack's Super Cheese Pizza Bursts,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,038 - FROZEN PIZZA,0024 - PIZZA/ECONOMY                 ,,,,
7465375003,,Jack's Pepperoni Pizza Bursts,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,038 - FROZEN PIZZA,0024 - PIZZA/ECONOMY                 ,,,,
7465375004,,Jack's Supreme Pizza Bursts,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,038 - FROZEN PIZZA,0024 - PIZZA/ECONOMY                 ,,,,
7465375006,,Jack's Sausage & Pepperoni Pizza Bursts,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,038 - FROZEN PIZZA,0024 - PIZZA/ECONOMY                 ,,,,
7473406696,,Faraon Habanera Yellow,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,137 - AUTHENTIC HISPANIC FDS&PRODUCT,2054 - AUTHENTIC SAUCES/SALSA/PICANTE,,,,
7473409156,,Payaso Jamaica Hibiscus Drink,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,137 - AUTHENTIC HISPANIC FDS&PRODUCT,2073 - AUTHENTIC DRY BEVERAGES W/O SWEETNER                   ,,,,
7486508317,,Sysco International Grapefruit Sections,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,001 - CANNED FRUIT/FRUIT BOWLS,1017 - MANDARIN ORANGES/CITRUS SECT  ,,,,
7486510572,,Sysco Fruit Cocktail,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,001 - CANNED FRUIT/FRUIT BOWLS,1015 - FRUIT COCKTAIL/FRUIT SALAD    ,,,,
7486510638,,Sysco Fancy Red Beans,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,003 - CAN BEANS,2050 - VARIETY BEANS - KIDNEY/PINTO/ETC                       ,,,,
7519600082,,Maola Whole Buttermilk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4525 - BUTTERMILK                    ,,,,
7519600131,,Maola Half & Half,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,8296 - HALF & HALF                   ,,,,
7527899545,,Foster Farms Chicken Breast Fillet Rotisserie Style ,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,059 - FRZN PREPARED CHICKEN,0042 - WHOLE MUSCLE BREADED/ 18OZ AND LARGER                  ,,,,
7530000501,,Milnot Canned Milk,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,008 - CANNED & DRY MILK,6178 - CANNED MILK                   ,,,,
7566910002,,Iberia Extra Fancy Long Grain Rice,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,137 - AUTHENTIC HISPANIC FDS&PRODUCT,2062 - AUTHENTIC PASTA/RICE/BEANS    ,,,,
7566910572,,Iberia Great Northern Beans,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,137 - AUTHENTIC HISPANIC FDS&PRODUCT,2062 - AUTHENTIC PASTA/RICE/BEANS    ,,,,
7566910602,,Iberia Whole Green Peas,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,137 - AUTHENTIC HISPANIC FDS&PRODUCT,2062 - AUTHENTIC PASTA/RICE/BEANS    ,,,,
7566910723,,Iberia Parboiled Rice,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,137 - AUTHENTIC HISPANIC FDS&PRODUCT,2062 - AUTHENTIC PASTA/RICE/BEANS    ,,,,
7566911445,,Iberia Corn Oil,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,137 - AUTHENTIC HISPANIC FDS&PRODUCT,2059 - AUTHENTIC VEGETABLES AND FOODS,,,,
7572600293,,VO-Toys Catnip Refill Ball,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572600331,,VO-Toys 2 Tone Braided Mouse Cat Toy,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572600365,,VO-Toys Garden Mice Cat Toys,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572601109,,VO-Toys Black Fur Mouse Cat Toy,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572601456,,VO-Toys Rainbow Cat Ball,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572601495,,VO-Toys Rubber Beach Ball Cat Toy,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572601576,,VO-Toys Fur Mice Value Pack Cat Toys,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572602990,,VO-Toys Cat Nip,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572602992,,VO-Toys Catnip Ball,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572615003,,VO-Toys Tri Color Fun Mice Cat Toys,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572615052,,VO-Toys Pearl Juggling Balls,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572615505,,VO-Toys Cat Toy,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572615509,,VO-Toys Kitty Combo Sponge Toys,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572615517,,VO-Toys Kitty Combo Mice Cat Toys,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572615672,,VO-Toys Animal Friends Cat Toys,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572615780,,VO-Toys Lacey Loofah Cat Toy,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572615808,,VO-Toys Sponge Cat Toy Value Pack,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572615825,,VO-Toys Plush Jungle Parrot Feather Cat Toys,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572625027,,Voty Camouflage Catnip Mice,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572625039,,Voty Feather Mice Cat Toys,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572625603,,VO-Toys Striped Terry Cloth Beach Mice,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572625631,,VO-Toys Black Tie McNip Cat Toys,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572625634,,VO-Toys Long Tail Frilly Mice Cat Toys,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572625647,,Voty Striped Mice Cat Toys,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572625654,,VO-Toys Back to Nature Mice Cat Toys,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572625664,,VO-Toys Natural Mouse Cat Toy,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7572665784,,VO-Toys Hot Dog Purrfect Cat Toy,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7579210201,,Hummers Galore Feeder,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,097 - WILD BIRD/ANIMAL FEED,4173 - BIRD FEEDERS&MISC WILD BIRD   ,,,,
7590000786,,Bob Evans Sausage Egg Cheese Croissant,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,046 - FROZEN BREAKFAST FOODS,0225 - FRZN BREAKFAST SANDWICHES     ,,,,
7590001092,,Bob Evans Snack Size Sausage Cheese Sandwich ,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,046 - FROZEN BREAKFAST FOODS,0225 - FRZN BREAKFAST SANDWICHES     ,,,,
7590133362,,Fast Fixin Chicken Strips,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,059 - FRZN PREPARED CHICKEN,0019 - VALUE FORMS/ 18OZ AND LARGER  ,,,,
7596814011,,Campbell's Marsala Skillet Sauce,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,018 - BAKING MIXES,7434 - MUFFIN & CORN BREAD MIX       ,,,,
7631009653,,Homemade Chocolate Malt Milkshakes,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,071 - FROZEN NOVELTIES-WATER ICE,9422 - CUPS/PUSH UPS/OTHER           ,,,,
7647911812,,Giulianos Hot Banana Pepper Rings,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,093 - TRADITIONAL MEXICAN FOODS     ,2051 - MEXICAN PEPPERS CHILIES       ,,,,
7654500189,,Swiss Sweet Tea,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,063 - REFRGRATD JUICES/DRINKS,4545 - DAIRY CASE TEA WITH SUGAR OR SWEETENER                 ,,,,
7655101646,,La Bonita Gordita Tortillas,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,093 - TRADITIONAL MEXICAN FOODS     ,2052 - MEXICAN SOFT TORTILLAS AND WRAPS                       ,,,,
7655112121,,La Bonita Corn Tortillas,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,093 - TRADITIONAL MEXICAN FOODS     ,2052 - MEXICAN SOFT TORTILLAS AND WRAPS                       ,,,,
7655128002,,La Bonita Corn Tortillas,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,093 - TRADITIONAL MEXICAN FOODS     ,2052 - MEXICAN SOFT TORTILLAS AND WRAPS                       ,,,,
7667503125,,YoCrunch Yopa Vanilla Greek Yogurt with Dark Chocolate Pieces,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,4534 - GREEK SS YOGURT                                        ,,,,
7680000016,,Lender's Garlic Frozen Bagels ,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,046 - FROZEN BREAKFAST FOODS,0039 - FRZN BAGELS                   ,,,,
7699810405,,Foster Farms Buttermilk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4525 - BUTTERMILK                    ,,,,
7701306854,,Pilgrim's Pride Texas Hot Wings,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,059 - FRZN PREPARED CHICKEN,0043 - BONE-IN WINGS                 ,,,,
7701306936,,Pilgrim's Pride Buffalo Style Chicken Wings,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,059 - FRZN PREPARED CHICKEN,0043 - BONE-IN WINGS                 ,,,,
7723402016,,Ethical Pet Atomic Bouncing Ball,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7723402095,,Ethical Pet Faux Suede Mice Toy,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7723402396,,Ethical Cat Plush Catnip Sport Ball Cat Toy,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7723402563,,Ethical Cat Catnip Basketball Cat Toys,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7723402569,,Ethical Pet Wacky Rollers Cat Toys,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7723402712,,Ethical Cat Ring Teasers Catnip Toys,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7723402802,,Ethical Cat Graffiti Ball Cat Toy,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7723402842,,Ethical Pet Cybur Mouse Cat Toy,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8339 - CAT TOYS                      ,,,,
7747010101,,A&W Cream Soda,N,01 - GROCERY        ,01 - GROCERY        ,12 - SOFT DRINKS,029 - SOFT DRINKS,8218 - SOFT DRINKS 12&15PK CAN CARB (EXCPT TEA)               ,,,,
7747010102,,A&W Diet Cream Soda,N,01 - GROCERY        ,01 - GROCERY        ,12 - SOFT DRINKS,029 - SOFT DRINKS,8218 - SOFT DRINKS 12&15PK CAN CARB (EXCPT TEA)               ,,,,
7747010201,,A&W Cream Soda,N,01 - GROCERY        ,01 - GROCERY        ,12 - SOFT DRINKS,029 - SOFT DRINKS,8223 - SFT DRNK 2 LITER BTL CARB INCLUDE GNGR ALE (EXCEPT TEA),,,,
7756704272,,Breyers Smooth & Dreamy Chocolate Chocolate Chip Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9412 - PREMIUM                       ,,,,
7756704274,,Breyers Smooth & Dreamy Strawberry Cheesecake Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9412 - PREMIUM                       ,,,,
7756725001,,Snuggle Free & Clear Fabric Softener,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,071 - FROZEN NOVELTIES-WATER ICE,9418 - WATER ICE                     ,,,,
7756725003,,Breyers Vanilla Caramel Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9412 - PREMIUM                       ,,,,
7756726402,,Breyers Overload Fried Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9412 - PREMIUM                       ,,,,
7756726540,,Breyers Sara Lee Strawberry Cheesecake Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9412 - PREMIUM                       ,,,,
7756728000,,Breyers Cyclone Cookies 'N Cream Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9412 - PREMIUM                       ,,,,
7756728127,,Breyers Smooth & Dreamy Vanilla Chocolate Strawberry Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9412 - PREMIUM                       ,,,,
7756729618,,Breyers Smooth & Dreamy Butter Pecan Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9412 - PREMIUM                       ,,,,
7756729620,,Breyers Smooth & Dreamy Rocky Road Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9412 - PREMIUM                       ,,,,
7762544324,,Opus Hummingbird Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,097 - WILD BIRD/ANIMAL FEED,4172 - SPECIALTY WILD BIRD/SUET      ,,,,
7762546312,,Opus Bird Feeder with Seed Catch Tray,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,097 - WILD BIRD/ANIMAL FEED,4173 - BIRD FEEDERS&MISC WILD BIRD   ,,,,
7762547012,,Opus Carriage Lamp Bird Feeder,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,097 - WILD BIRD/ANIMAL FEED,4173 - BIRD FEEDERS&MISC WILD BIRD   ,,,,
7790034801,,Jimmy Dean Ham & Cheese Croissant,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,046 - FROZEN BREAKFAST FOODS,0225 - FRZN BREAKFAST SANDWICHES     ,,,,
7790034816,,Jimmy Dean Egg Cheese Ham Wraps,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,046 - FROZEN BREAKFAST FOODS,0225 - FRZN BREAKFAST SANDWICHES     ,,,,
7800000943,,Dr Pepper Pure Cane,Y,01 - GROCERY        ,01 - GROCERY        ,12 - SOFT DRINKS,029 - SOFT DRINKS,8218 - SOFT DRINKS 12&15PK CAN CARB (EXCPT TEA)               ,,,,
7800001129,,7up Extra,Y,01 - GROCERY        ,01 - GROCERY        ,12 - SOFT DRINKS,082 - SINGLE SERVE BEVERAGE,8204 - SINGLE CAN,,,,
7800001257,,7UP dnL,Y,01 - GROCERY        ,01 - GROCERY        ,12 - SOFT DRINKS,029 - SOFT DRINKS,8223 - SFT DRNK 2 LITER BTL CARB INCLUDE GNGR ALE (EXCEPT TEA),,,,
7800002206,,7-Up Plus Island Fruit,N,01 - GROCERY        ,01 - GROCERY        ,12 - SOFT DRINKS,029 - SOFT DRINKS,8218 - SOFT DRINKS 12&15PK CAN CARB (EXCPT TEA)               ,,,,
7800002306,,Cherry 7UP PLUS,N,01 - GROCERY        ,01 - GROCERY        ,12 - SOFT DRINKS,029 - SOFT DRINKS,8218 - SOFT DRINKS 12&15PK CAN CARB (EXCPT TEA)               ,,,,
7800006161,,Squirt Fruit Punch,N,01 - GROCERY        ,01 - GROCERY        ,12 - SOFT DRINKS,029 - SOFT DRINKS,8218 - SOFT DRINKS 12&15PK CAN CARB (EXCPT TEA)               ,,,,
7800008646,,Dr Pepper Red Fusion,Y,01 - GROCERY        ,01 - GROCERY        ,12 - SOFT DRINKS,029 - SOFT DRINKS,8223 - SFT DRNK 2 LITER BTL CARB INCLUDE GNGR ALE (EXCEPT TEA),,,,
7800009027,,Dr Pepper Pure Cane,Y,01 - GROCERY        ,01 - GROCERY        ,12 - SOFT DRINKS,029 - SOFT DRINKS,8218 - SOFT DRINKS 12&15PK CAN CARB (EXCPT TEA)               ,,,,
7800009046,,Dr Pepper Diet Cherry Chocolate,Y,01 - GROCERY        ,01 - GROCERY        ,12 - SOFT DRINKS,029 - SOFT DRINKS,8223 - SFT DRNK 2 LITER BTL CARB INCLUDE GNGR ALE (EXCEPT TEA),,,,
7800017006,,Canada Dry Green Tea Ginger Ale,N,01 - GROCERY        ,01 - GROCERY        ,12 - SOFT DRINKS,029 - SOFT DRINKS,8218 - SOFT DRINKS 12&15PK CAN CARB (EXCPT TEA)               ,,,,
7800023006,,Sun Drop Citrus Soda,N,01 - GROCERY        ,01 - GROCERY        ,12 - SOFT DRINKS,029 - SOFT DRINKS,8218 - SOFT DRINKS 12&15PK CAN CARB (EXCPT TEA)               ,,,,
7800421444,,Bueno Snack Flour Tortillas,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,093 - TRADITIONAL MEXICAN FOODS     ,2052 - MEXICAN SOFT TORTILLAS AND WRAPS                       ,,,,
7846901244,,Farr Rocky Road Ice Cream Bucket,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9416 - PAILS                         ,,,,
7870440788,,Ramirez Stone Ground Corn,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,137 - AUTHENTIC HISPANIC FDS&PRODUCT,2059 - AUTHENTIC VEGETABLES AND FOODS,,,,
7870497005,,Rairez Corn Tortillas,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,093 - TRADITIONAL MEXICAN FOODS     ,2052 - MEXICAN SOFT TORTILLAS AND WRAPS                       ,,,,
7882110024,,Nickles Light Italian Bread,N,01 - GROCERY        ,01 - GROCERY        ,75 - COMMERCIAL BKY ,050 - BAKED BREADS                  ,2405 - PREMIUM BREAD                 ,,,,
7910000403,,9 Lives Chicken Lamb & Rice Cat Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,021 - WET CAT FOOD,7198 - WET CAT FOOD - REGULAR        ,,,,
7910000408,,9 Lives Shredded Chicken in Gravy Cat Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,021 - WET CAT FOOD,7198 - WET CAT FOOD - REGULAR        ,,,,
7910000430,,9Lives Turkey & Giblets Dinner Cat Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,009 - WET DOG FOOD,7194 - WET DOG FOOD - REGULAR        ,,,,
7910000731,,9Lives Ocean Whitefish & Tuna Dinner Cat Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,095 - DRY CAT FOOD,7186 - WET CAT FOOD - SUPER PREMIUM  ,,,,
7910000771,,9 Lives Turkey in Savory Sauce Cat Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,095 - DRY CAT FOOD,7186 - WET CAT FOOD - SUPER PREMIUM  ,,,,
7910010280,,Pounce Hairball Treatment Cat Treats,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,021 - WET CAT FOOD,7210 - WET CAT FOOD - TREATS         ,,,,
7910050116,,Milk-Bone Essentials Plus Small Breed Dog Biscuits,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,020 - DOG TREATS,7182 - DOG BISCUITS - REGULAR        ,,,,
7910050117,,Milk-Bone Essentials Plus Medium Dog Biscuits,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,020 - DOG TREATS,7182 - DOG BISCUITS - REGULAR        ,,,,
7910051149,,Milk-Bone Small Dog Biscuits,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,020 - DOG TREATS,7182 - DOG BISCUITS - REGULAR        ,,,,
7910051158,,Pup-Peroni Original Beef,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,020 - DOG TREATS,7195 - DOG TREATS - SNACKS           ,,,,
7910052055,,Canine Co Carry Outs Shpr,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,020 - DOG TREATS,7195 - DOG TREATS - SNACKS           ,,,,
7910052900,,Milk-Bone Brushing Chew,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,020 - DOG TREATS,7205 - DOG TREATS - DENTAL CARE      ,,,,
7910052904,,Milk-Bone Advanced Care,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,020 - DOG TREATS,7205 - DOG TREATS - DENTAL CARE      ,,,,
7910058369,,9Lives Daily Essentials Trial Size Cat Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,095 - DRY CAT FOOD,7189 - DRY CAT FOOD - REGULAR        ,,,,
7910090231,,Milk-Bone Chewy Treats Chicken Drumstix,Y,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,020 - DOG TREATS,7195 - DOG TREATS - SNACKS           ,,,,
7911708282,,Anderson Erickson Orange Juice,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,063 - REFRGRATD JUICES/DRINKS,4539 - DAIRY CASE 100% PURE JUICE - OJ                        ,,,,
7929820003,,Evian Water,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,035 - WATER,3504 - PREMIUM WATER                 ,,,,
7934105106,,Don Pancho Mini Tostadas,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,093 - TRADITIONAL MEXICAN FOODS     ,2052 - MEXICAN SOFT TORTILLAS AND WRAPS                       ,,,,
7944100113,,Van Ness Heavyweight Large Double Dish,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,212 - PET CARE SUPPLIES,8332 - PET BOWLS/FEEDERS/WATERERS    ,,,,
7959304001,,Cosmic Liver Flavored Catnip,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,021 - WET CAT FOOD,7210 - WET CAT FOOD - TREATS         ,,,,
7960601184,,"Tina's Chicken, Rice & Beans Burrito",N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,037 - FROZEN HANDHELDS & SNACKS,0036 - MEXICAN                       ,,,,
7996712260,,Shenandoah's Pride Buttermilk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4525 - BUTTERMILK                    ,,,,
7996712282,,Shenandoah's Pride Egg Nog,Y,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4527 - EGG NOG/BOILED CUSTARD        ,,,,
7996712285,,Shenandoah's Pride Egg Nog,Y,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4527 - EGG NOG/BOILED CUSTARD        ,,,,
7996712306,,Shenandoah's Pride Fresh Half & Half,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,8296 - HALF & HALF                   ,,,,
7996712310,,Shenandoah's Pride Fresh Half & Half,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,8296 - HALF & HALF                   ,,,,
7996712368,,Shenandoah's Pride Cottage Cheese,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,061 - MILK BY-PRODUCTS,4532 - COTTAGE CHEESE                ,,,,
8000000130,,S K Tuna Fillets in Oil,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,005 - CAN SEAFOOD - SHELF STABLE,5116 - TUNA                          ,,,,
8000011026,,Starkist Tuna Creations Herb & Garlic Tuna,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,005 - CAN SEAFOOD - SHELF STABLE,5116 - TUNA                          ,,,,
8105705792,,The Spice Hunter Creamy Thai Noodle Soup Cup,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,026 - DRY RAMEN                     ,3176 - DRY SOUP                      ,,,,
8189619472,,El Horno Wheat Tortillas,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,093 - TRADITIONAL MEXICAN FOODS     ,2052 - MEXICAN SOFT TORTILLAS AND WRAPS                       ,,,,
